Date,Closing_Price,SMA20,Daily_Return,Direction,Streaks,Profit,Signal
2023-12-22,191.9746856689453,192.0426048278809,-0.006,Down,-3,317.51830291748047,
2023-12-26,191.42929077148438,192.20423507690433,-0.003,Down,-4,317.51830291748047,Buy
2023-12-27,191.5284423828125,192.34058074951176,0.001,Up,1,317.51830291748047,Hold
2023-12-28,191.95486450195312,192.54931488037113,0.002,Up,2,318.0438766479492,Sell
2023-12-29,190.9136505126953,192.6772315979004,-0.005,Down,-1,318.0438766479492,
2024-01-02,184.08151245117188,192.3995819091797,-0.036,Down,-2,318.0438766479492,
2024-01-03,182.70318603515625,192.14275665283205,-0.007,Down,-3,318.0438766479492,
2024-01-04,180.3828125,191.57208786010744,-0.013,Down,-4,318.0438766479492,
2024-01-05,179.65895080566406,191.01976394653323,-0.004,Down,-5,318.0438766479492,Buy
2024-01-08,184.00218200683594,190.5879203796387,0.024,Up,1,322.3871078491211,Sell
2024-01-09,183.58570861816406,190.06385879516603,-0.002,Down,-1,322.3871078491211,Buy
2024-01-10,184.62689208984375,189.71729278564456,0.006,Up,1,323.4282913208008,Sell
2024-01-11,184.0319061279297,189.26511993408204,-0.003,Down,-1,323.4282913208008,Buy
2024-01-12,184.359130859375,188.66817169189454,0.002,Up,1,323.7555160522461,Sell
2024-01-16,182.08837890625,187.95024948120115,-0.012,Down,-1,323.7555160522461,
2024-01-17,181.14634704589844,187.21199951171874,-0.005,Down,-2,323.7555160522461,Buy
2024-01-18,187.04640197753906,186.85204696655273,0.033,Up,1,323.7555160522461,Hold
2024-01-19,189.95181274414062,186.58530578613278,0.016,Up,2,323.7555160522461,Hold
2024-01-22,192.26222229003906,186.53869857788084,0.012,Up,3,323.7555160522461,Hold
2024-01-23,193.54139709472656,186.56348876953123,0.007,Up,4,336.1505661010742,Sell
2024-01-24,192.8671112060547,186.60811004638668,-0.003,Down,-1,336.1505661010742,
2024-01-25,192.5398712158203,186.6636390686035,-0.002,Down,-2,336.1505661010742,
2024-01-26,190.8045654296875,186.62744522094727,-0.009,Down,-3,336.1505661010742,
2024-01-29,190.12039184570312,186.53572158813478,-0.004,Down,-4,336.1505661010742,
2024-01-30,186.46133422851562,186.31310577392583,-0.019,Down,-5,336.1505661010742,
2024-01-31,182.85189819335938,186.25162506103516,-0.019,Down,-6,336.1505661010742,Buy
2024-02-01,185.29127502441406,186.38102951049802,0.013,Up,1,338.5899429321289,Sell
2024-02-02,184.28973388671875,186.57637557983398,-0.005,Down,-1,338.5899429321289,Buy
2024-02-05,186.1043701171875,186.89864654541014,0.01,Up,1,338.5899429321289,Hold
2024-02-06,187.7107696533203,187.08407592773438,0.009,Up,2,338.5899429321289,Hold
2024-02-07,187.81985473632812,187.2957832336426,0.001,Up,3,342.1200637817383,Sell
2024-02-08,186.739013671875,187.40138931274416,-0.006,Down,-1,342.1200637817383,Buy
2024-02-09,187.50350952148438,187.5749694824219,0.004,Up,1,342.88455963134766,Sell
2024-02-12,185.8156280517578,187.64779434204104,-0.009,Down,-1,342.88455963134766,
2024-02-13,183.72067260742188,187.72940902709965,-0.011,Down,-2,342.88455963134766,
2024-02-14,182.83702087402344,187.81394271850587,-0.005,Down,-3,342.88455963134766,
2024-02-15,182.549072265625,187.58907623291017,-0.002,Down,-4,342.88455963134766,
2024-02-16,181.0101318359375,187.14199218750002,-0.008,Down,-5,342.88455963134766,
2024-02-20,180.26548767089844,186.54215545654296,-0.004,Down,-6,342.88455963134766,Buy
2024-02-21,181.0200653076172,185.9160888671875,0.004,Up,1,342.88455963134766,Hold
2024-02-22,183.05543518066406,185.42550506591797,0.011,Up,2,345.6745071411133,Sell
2024-02-23,181.21865844726562,184.85944442749025,-0.01,Down,-1,345.6745071411133,
2024-02-26,179.8683319091797,184.3126327514649,-0.007,Down,-2,345.6745071411133,Buy
2024-02-27,181.3278350830078,183.87300491333013,0.008,Up,1,347.1340103149414,Sell
2024-02-28,180.12649536132812,183.55626296997076,-0.007,Down,-1,347.1340103149414,
2024-02-29,179.46127319335938,183.38673171997073,-0.004,Down,-2,347.1340103149414,
2024-03-01,178.3790283203125,183.04111938476564,-0.006,Down,-3,347.1340103149414,
2024-03-04,173.85154724121094,182.51921005249025,-0.025,Down,-4,347.1340103149414,
2024-03-05,168.9070281982422,181.659342956543,-0.028,Down,-5,347.1340103149414,
2024-03-06,167.9141845703125,180.66951370239258,-0.006,Down,-6,347.1340103149414,
2024-03-07,167.79502868652344,179.66827239990235,-0.001,Down,-7,347.1340103149414,Buy
2024-03-08,169.5126953125,178.80695648193358,0.01,Up,1,347.1340103149414,Hold
2024-03-11,171.51829528808594,178.00769577026367,0.012,Up,2,347.1340103149414,Hold
2024-03-12,171.994873046875,177.31665802001956,0.003,Up,3,351.33385467529297,Sell
2024-03-13,169.9098663330078,176.62611770629886,-0.012,Down,-1,351.33385467529297,Buy
2024-03-14,171.76651000976562,176.07259216308597,0.011,Up,1,353.1904983520508,Sell
2024-03-15,171.3892059326172,175.5145988464356,-0.002,Down,-1,353.1904983520508,Buy
2024-03-18,172.48138427734375,175.0881614685059,0.006,Up,1,353.1904983520508,Hold
2024-03-19,174.82456970214844,174.81611557006838,0.014,Up,2,353.1904983520508,Hold
2024-03-20,177.39610290527344,174.6349174499512,0.015,Up,3,359.19739532470703,Sell
2024-03-21,170.14813232421875,173.98955230712892,-0.041,Down,-1,359.19739532470703,Buy
2024-03-22,171.0516815185547,173.4812034606934,0.005,Up,1,360.10094451904297,Sell
2024-03-25,169.63186645507812,172.9693801879883,-0.008,Down,-1,360.10094451904297,
2024-03-26,168.49998474121094,172.32798767089847,-0.007,Down,-2,360.10094451904297,Buy
2024-03-27,172.07431030273438,171.92537841796877,0.021,Up,1,363.6752700805664,Sell
2024-03-28,170.25733947753906,171.46518173217774,-0.011,Down,-1,363.6752700805664,
2024-04-01,168.81768798828125,170.98711471557618,-0.008,Down,-2,363.6752700805664,
2024-04-02,167.6361846923828,170.67634658813478,-0.007,Down,-3,363.6752700805664,Buy
2024-04-03,168.44041442871094,170.65301589965824,0.005,Up,1,364.47949981689453,Sell
2024-04-04,167.6163330078125,170.63812332153321,-0.005,Down,-1,364.47949981689453,Buy
2024-04-05,168.37091064453125,170.66691741943362,0.005,Up,1,365.2340774536133,Sell
2024-04-08,167.2489776611328,170.55373153686523,-0.007,Down,-1,365.2340774536133,Buy
2024-04-09,168.4602508544922,170.40082931518555,0.007,Up,1,366.44535064697266,Sell
2024-04-10,166.583740234375,170.13027267456056,-0.011,Down,-1,366.44535064697266,Buy
2024-04-11,173.79196166992188,170.32437744140626,0.043,Up,1,366.44535064697266,Hold
2024-04-12,175.29119873046875,170.5006118774414,0.009,Up,2,375.1528091430664,Sell
2024-04-15,171.45872497558594,170.50408782958985,-0.022,Down,-1,375.1528091430664,
2024-04-16,168.17234802246094,170.2886360168457,-0.019,Down,-2,375.1528091430664,
2024-04-17,166.80218505859375,169.88751678466798,-0.008,Down,-3,375.1528091430664,
2024-04-18,165.8489990234375,169.31016159057617,-0.006,Down,-4,375.1528091430664,
2024-04-19,163.8235626220703,168.99393310546878,-0.012,Down,-5,375.1528091430664,Buy
2024-04-22,164.65756225585938,168.67422714233402,0.005,Up,1,375.1528091430664,Hold
2024-04-23,165.7100067138672,168.47813415527347,0.006,Up,2,375.1528091430664,Hold
2024-04-24,167.81491088867188,168.44388046264652,0.013,Up,3,375.1528091430664,Hold
2024-04-25,168.6787109375,168.2741004943848,0.005,Up,4,380.0079574584961,Sell
2024-04-26,168.0928955078125,168.1658782958985,-0.003,Down,-1,380.0079574584961,Buy
2024-04-29,172.262939453125,168.33814086914066,0.025,Up,1,384.1780014038086,Sell
2024-04-30,169.11553955078125,168.41210861206056,-0.018,Down,-1,384.1780014038086,
2024-05-01,168.0928955078125,168.39473266601567,-0.006,Down,-2,384.1780014038086,Buy
2024-05-02,171.79629516601562,168.6037307739258,0.022,Up,1,384.1780014038086,Hold
2024-05-03,182.07252502441406,169.28881149291996,0.06,Up,2,398.15763092041016,Sell
2024-05-06,180.4144287109375,169.94708404541018,-0.009,Down,-1,398.15763092041016,Buy
2024-05-07,181.09950256347656,170.57904663085938,0.004,Up,1,398.15763092041016,Hold
2024-05-08,181.4370574951172,171.32171249389646,0.002,Up,2,398.15763092041016,Hold
2024-05-09,183.25405883789062,171.7948173522949,0.01,Up,3,400.9972610473633,Sell
2024-05-10,181.99136352539062,172.12982559204102,-0.007,Down,-1,400.9972610473633,Buy
2024-05-13,185.2026824951172,172.8170234680176,0.018,Up,1,400.9972610473633,Hold
2024-05-14,186.34605407714844,173.72570877075196,0.006,Up,2,400.9972610473633,Hold
2024-05-15,188.62281799316406,174.81674041748047,0.012,Up,3,400.9972610473633,Hold
2024-05-16,188.7421112060547,175.96139602661134,0.001,Up,4,400.9972610473633,Hold
2024-05-17,188.7719268798828,177.20881423950198,0.0,Flat,5,400.9972610473633,Hold
2024-05-20,189.93516540527344,178.47269439697266,0.006,Up,6,400.9972610473633,Hold
2024-05-21,191.2375946044922,179.74907379150392,0.007,Up,7,410.24349212646484,Sell
2024-05-22,189.79595947265625,180.84812622070314,-0.008,Down,-1,410.24349212646484,
2024-05-23,185.79922485351562,181.70415191650392,-0.021,Down,-2,410.24349212646484,Buy
2024-05-24,188.8813018798828,182.74357223510742,0.017,Up,1,410.24349212646484,Hold
2024-05-28,188.8912353515625,183.57498703002932,0.0,Flat,2,410.24349212646484,Hold
2024-05-29,189.18951416015625,184.57868576049805,0.002,Up,3,410.24349212646484,Hold
2024-05-30,190.18373107910156,185.6832275390625,0.005,Up,4,410.24349212646484,Hold
2024-05-31,191.1381378173828,186.65031967163085,0.005,Up,5,410.24349212646484,Hold
2024-06-03,192.90786743164062,187.19208679199218,0.009,Up,6,410.24349212646484,Hold
2024-06-04,193.2260284423828,187.8326667785645,0.002,Up,7,410.24349212646484,Hold
2024-06-05,194.7372283935547,188.51455307006836,0.008,Up,8,419.1814956665039,Sell
2024-06-06,193.35528564453125,189.11046447753907,-0.007,Down,-1,419.1814956665039,Buy
2024-06-07,195.75132751464844,189.7353279113769,0.012,Up,1,421.5775375366211,Sell
2024-06-10,192.0031280517578,190.23591613769528,-0.019,Down,-1,421.5775375366211,Buy
2024-06-11,205.95199584960938,191.27338180541992,0.073,Up,1,421.5775375366211,Hold
2024-06-12,211.83778381347656,192.54796829223633,0.029,Up,2,421.5775375366211,Hold
2024-06-13,213.00099182128906,193.7668769836426,0.005,Up,3,442.57540130615234,Sell
2024-06-14,211.2611083984375,194.89282684326176,-0.008,Down,-1,442.57540130615234,Buy
2024-06-17,215.4169464111328,196.22507781982426,0.02,Up,1,446.73123931884766,Sell
2024-06-18,213.05068969726562,197.38085403442383,-0.011,Down,-1,446.73123931884766,
2024-06-20,208.46734619140625,198.24234161376953,-0.022,Down,-2,446.73123931884766,
2024-06-21,206.29005432128906,199.0670463562012,-0.01,Down,-3,446.73123931884766,Buy
2024-06-24,206.936279296875,200.12389907836916,0.003,Up,1,446.73123931884766,Hold
2024-06-25,207.86090087890625,201.07287902832033,0.004,Up,2,446.73123931884766,Hold
2024-06-26,212.0167236328125,202.22915344238282,0.02,Up,3,446.73123931884766,Hold
2024-06-27,212.86181640625,203.41276855468752,0.004,Up,4,453.3030014038086,Sell
2024-06-28,209.40191650390625,204.37367782592773,-0.016,Down,-1,453.3030014038086,Buy
2024-07-01,215.49647521972656,205.59159469604492,0.029,Up,1,453.3030014038086,Hold
2024-07-02,218.99612426757812,206.8960075378418,0.016,Up,2,453.3030014038086,Hold
2024-07-03,220.26870727539062,208.24814147949218,0.006,Up,3,453.3030014038086,Hold
2024-07-05,225.03099060058594,209.7628295898438,0.022,Up,4,453.3030014038086,Hold
2024-07-08,226.50247192382812,211.42018890380862,0.007,Up,5,453.3030014038086,Hold
2024-07-09,227.35748291015625,213.000496673584,0.004,Up,6,453.3030014038086,Hold
2024-07-10,231.6326141357422,214.98197097778325,0.019,Up,7,475.53369903564453,Sell
2024-07-11,226.25390625,215.99706649780276,-0.023,Down,-1,475.53369903564453,Buy
2024-07-12,229.2067108154297,216.86551284790042,0.013,Up,1,475.53369903564453,Hold
2024-07-15,233.04440307617188,217.86768341064456,0.017,Up,2,475.53369903564453,Hold
2024-07-16,233.46197509765625,218.9777267456055,0.002,Up,3,482.7417678833008,Sell
2024-07-17,227.5563201904297,219.58469543457036,-0.025,Down,-1,482.7417678833008,
2024-07-18,222.88351440429688,220.0763366699219,-0.021,Down,-2,482.7417678833008,Buy
2024-07-19,223.01275634765625,220.80360717773436,0.001,Up,1,482.87100982666016,Sell
2024-07-22,222.664794921875,221.62234420776366,-0.002,Down,-1,482.87100982666016,Buy
2024-07-23,223.70870971679688,222.46096572875973,0.005,Up,1,483.91492462158203,Sell
2024-07-24,217.27613830566406,222.93172760009764,-0.029,Down,-1,483.91492462158203,
2024-07-25,216.23219299316406,223.14250106811522,-0.005,Down,-2,483.91492462158203,Buy
2024-07-26,216.69949340820312,223.3343849182129,0.002,Up,1,483.91492462158203,Hold
2024-07-29,216.97787475585938,223.71318283081055,0.001,Up,2,483.91492462158203,Hold
2024-07-30,217.53460693359375,223.81508941650395,0.003,Up,3,483.91492462158203,Hold
2024-07-31,220.795654296875,223.90506591796876,0.015,Up,4,488.47838592529297,Sell
2024-08-01,217.09716796875,223.7464889526367,-0.017,Down,-1,488.47838592529297,Buy
2024-08-02,218.5885009765625,223.42436447143555,0.007,Up,1,489.96971893310547,Sell
2024-08-05,208.05975341796875,222.5022285461426,-0.048,Down,-1,489.96971893310547,
2024-08-06,206.0315399169922,221.4359313964844,-0.01,Down,-2,489.96971893310547,Buy
2024-08-07,208.6065673828125,220.2846290588379,0.012,Up,1,489.96971893310547,Hold
2024-08-08,212.0763702392578,219.57575225830078,0.017,Up,2,489.96971893310547,Hold
2024-08-09,214.98944091796875,218.86488876342776,0.014,Up,3,489.96971893310547,Hold
2024-08-12,216.5222930908203,218.03878326416017,0.007,Up,4,489.96971893310547,Hold
2024-08-13,220.24496459960938,217.3779327392578,0.017,Up,5,489.96971893310547,Hold
2024-08-14,220.69290161132812,217.03476181030274,0.002,Up,6,489.96971893310547,Hold
2024-08-15,223.6790008544922,217.07453613281248,0.014,Up,7,489.96971893310547,Hold
2024-08-16,225.00283813476562,217.17404022216797,0.006,Up,8,508.9410171508789,Sell
2024-08-19,224.8435821533203,217.28297958374026,-0.001,Down,-1,508.9410171508789,Buy
2024-08-20,225.46067810058594,217.3705780029297,0.003,Up,1,509.55811309814453,Sell
2024-08-21,225.35121154785156,217.77433166503906,-0.0,Flat,-1,509.55811309814453,
2024-08-22,223.4898681640625,218.137215423584,-0.008,Down,-2,509.55811309814453,Buy
2024-08-23,225.78916931152344,218.59169921875,0.01,Up,1,509.55811309814453,Hold
2024-08-26,226.12759399414062,219.04918518066404,0.001,Up,2,509.55811309814453,Hold
2024-08-27,226.97364807128906,219.52113723754883,0.004,Up,3,513.0418930053711,Sell
2024-08-28,225.4407958984375,219.75339431762697,-0.007,Down,-1,513.0418930053711,Buy
2024-08-29,228.7255096435547,220.3348114013672,0.015,Up,1,516.3266067504883,Sell
2024-08-30,227.93917846679688,220.8023452758789,-0.003,Down,-1,516.3266067504883,
2024-09-03,221.738037109375,221.48625946044922,-0.027,Down,-2,516.3266067504883,
2024-09-04,219.82691955566406,222.1760284423828,-0.009,Down,-3,516.3266067504883,Buy
2024-09-05,221.34982299804688,222.8131912231445,0.007,Up,1,517.8495101928711,Sell
2024-09-06,219.7970733642578,223.19922637939453,-0.007,Down,-1,517.8495101928711,Buy
2024-09-09,219.8866424560547,223.44408645629886,0.0,Flat,1,517.939079284668,Sell
2024-09-10,219.09034729003906,223.5724891662598,-0.004,Down,-1,517.939079284668,Buy
2024-09-11,221.62852478027344,223.641667175293,0.012,Up,1,517.939079284668,Hold
2024-09-12,221.738037109375,223.6939239501953,0.0,Flat,2,520.5867691040039,Sell
2024-09-13,221.4692840576172,223.58343811035158,-0.001,Down,-1,520.5867691040039,
2024-09-16,215.3179168701172,223.09919204711915,-0.028,Down,-2,520.5867691040039,Buy
2024-09-17,215.7857208251953,222.64629898071288,0.002,Up,1,520.5867691040039,Hold
2024-09-18,219.66766357421875,222.35664825439457,0.018,Up,2,520.5867691040039,Hold
2024-09-19,227.80975341796875,222.4795753479004,0.037,Up,3,533.0786056518555,Sell
2024-09-20,227.1428680419922,222.6622253417969,-0.003,Down,-1,533.0786056518555,
2024-09-23,225.42088317871094,222.64381103515626,-0.008,Down,-2,533.0786056518555,Buy
2024-09-24,226.3167266845703,222.65326766967775,0.004,Up,1,533.9744491577148,Sell
2024-09-25,225.3213348388672,222.57065200805664,-0.004,Down,-1,533.9744491577148,Buy
2024-09-26,226.4660186767578,222.62191314697267,0.005,Up,1,533.9744491577148,Hold
2024-09-27,226.73475646972656,222.52237548828123,0.001,Up,2,533.9744491577148,Hold
2024-09-30,231.920654296875,222.72144927978513,0.023,Up,3,540.5737686157227,Sell
2024-10-01,225.162109375,222.89265289306638,-0.029,Down,-1,540.5737686157227,Buy
2024-10-02,225.7294464111328,223.18777923583983,0.003,Up,1,541.1411056518555,Sell
2024-10-03,224.6245880126953,223.35151748657225,-0.005,Down,-1,541.1411056518555,Buy
2024-10-04,225.74935913085938,223.64913177490234,0.005,Up,1,542.2658767700195,Sell
2024-10-07,220.66302490234375,223.6879508972168,-0.023,Down,-1,542.2658767700195,Buy
2024-10-08,224.72412109375,223.96963958740236,0.018,Up,1,542.2658767700195,Hold
2024-10-09,228.47666931152344,224.31204681396486,0.017,Up,2,550.0795211791992,Sell
2024-10-10,227.97898864746094,224.62409439086915,-0.002,Down,-1,550.0795211791992,
2024-10-11,226.49588012695312,224.87542419433592,-0.007,Down,-2,550.0795211791992,Buy
2024-10-14,230.228515625,225.62095413208007,0.016,Up,1,550.0795211791992,Hold
2024-10-15,232.76670837402344,226.4700035095215,0.011,Up,2,556.3503494262695,Sell
2024-10-16,230.70626831054688,227.0219337463379,-0.009,Down,-1,556.3503494262695,Buy
2024-10-17,231.07456970214844,227.1851745605469,0.002,Up,1,556.3503494262695,Hold
2024-10-18,233.91134643554688,227.5235984802246,0.012,Up,2,556.3503494262695,Hold
2024-10-21,235.384521484375,228.02178039550782,0.006,Up,3,561.0286026000977,Sell
2024-10-22,234.7674102783203,228.44431457519534,-0.003,Down,-1,561.0286026000977,
2024-10-23,229.6909942626953,228.6627975463867,-0.022,Down,-2,561.0286026000977,
2024-10-24,229.5019073486328,228.81459197998046,-0.001,Down,-3,561.0286026000977,Buy
2024-10-25,230.3380126953125,228.99475479125974,0.004,Up,1,561.0286026000977,Hold
2024-10-28,232.3187713623047,229.01466064453123,0.009,Up,2,561.0286026000977,Hold
2024-10-29,232.5875244140625,229.38593139648438,0.001,Up,3,564.1142196655273,Sell
2024-10-30,229.03407287597656,229.5511627197266,-0.015,Down,-1,564.1142196655273,
2024-10-31,224.8634796142578,229.56310729980473,-0.018,Down,-2,564.1142196655273,
2024-11-01,221.87738037109375,229.36950836181646,-0.013,Down,-3,564.1142196655273,
2024-11-04,220.98153686523438,229.385433959961,-0.004,Down,-4,564.1142196655273,Buy
2024-11-05,222.4148712158203,229.2699714660645,0.006,Up,1,565.5475540161133,Sell
2024-11-06,221.68826293945312,228.930551147461,-0.003,Down,-1,565.5475540161133,Buy
2024-11-07,226.4261932373047,228.85291137695316,0.021,Up,1,570.2854843139648,Sell
2024-11-08,226.15716552734375,228.83597564697268,-0.001,Down,-1,570.2854843139648,
2024-11-11,223.4368133544922,228.49639053344728,-0.012,Down,-2,570.2854843139648,
2024-11-12,223.4368133544922,228.02989578247073,0.0,Flat,0,570.2854843139648,Buy
2024-11-13,224.3236541748047,227.71076507568364,0.004,Up,1,570.2854843139648,Hold
2024-11-14,227.4127197265625,227.5276725769043,0.014,Up,2,574.2613906860352,Sell
2024-11-15,224.2041015625,227.04231033325198,-0.014,Down,-1,574.2613906860352,Buy
2024-11-18,227.2134246826172,226.63375549316407,0.013,Up,1,574.2613906860352,Hold
2024-11-19,227.47247314453125,226.26900863647464,0.001,Up,2,574.2613906860352,Hold
2024-11-20,228.18995666503906,226.1939567565918,0.003,Up,3,578.2472457885742,Sell
2024-11-21,227.71165466308594,226.10444412231448,-0.002,Down,-1,578.2472457885742,Buy
2024-11-22,229.05685424804688,226.0403861999512,0.006,Up,1,578.2472457885742,Hold
2024-11-25,232.04624938964844,226.02676010131836,0.013,Up,2,578.2472457885742,Hold
2024-11-26,234.228515625,226.10880966186525,0.009,Up,3,584.7641067504883,Sell
2024-11-27,234.0989532470703,226.36205368041993,-0.001,Down,-1,584.7641067504883,Buy
2024-11-29,236.49049377441406,226.94340438842775,0.01,Up,1,584.7641067504883,Hold
2024-12-02,238.7424774169922,227.78665924072266,0.01,Up,2,584.7641067504883,Hold
2024-12-03,241.79165649414062,228.827165222168,0.013,Up,3,584.7641067504883,Hold
2024-12-04,242.150390625,229.813941192627,0.001,Up,4,584.7641067504883,Hold
2024-12-05,242.18028259277344,230.838542175293,0.0,Flat,5,592.8454360961914,Sell
2024-12-06,241.98098754882812,231.61628189086917,-0.001,Down,-1,592.8454360961914,Buy
2024-12-09,245.8771514892578,232.60228118896487,0.016,Up,1,592.8454360961914,Hold
2024-12-10,246.89353942871094,233.77511749267578,0.004,Up,2,597.7579879760742,Sell
2024-12-11,245.6180877685547,234.88418121337892,-0.005,Down,-1,597.7579879760742,Buy
2024-12-12,247.08287048339844,236.0221420288086,0.006,Up,1,597.7579879760742,Hold
2024-12-13,247.25228881835938,237.01412048339847,0.001,Up,2,597.7579879760742,Hold
2024-12-16,250.15196228027344,238.31151351928713,0.012,Up,3,597.7579879760742,Hold
2024-12-17,252.58334350585938,239.58000946044922,0.01,Up,4,604.7232437133789,Sell
2024-12-18,247.1725616455078,240.56501388549808,-0.021,Down,-1,604.7232437133789,Buy
2024-12-19,248.90638732910156,241.60083541870117,0.007,Up,1,604.7232437133789,Hold
2024-12-20,253.5897674560547,242.89474105834958,0.019,Up,2,604.7232437133789,Hold
2024-12-23,254.36700439453125,244.16024856567384,0.003,Up,3,604.7232437133789,Hold
2024-12-24,257.28668212890625,245.4222702026367,0.011,Up,4,604.7232437133789,Hold
2024-12-26,258.1037292480469,246.61603088378908,0.003,Up,5,615.654411315918,Sell
2024-12-27,254.6858673095703,247.6453765869141,-0.013,Down,-1,615.654411315918,
2024-12-30,251.30787658691406,248.3862457275391,-0.013,Down,-2,615.654411315918,
2024-12-31,249.5341796875,248.92583084106448,-0.007,Down,-3,615.654411315918,
2025-01-02,242.9874267578125,248.98561935424806,-0.026,Down,-4,615.654411315918,
2025-01-03,242.49916076660156,249.00305786132813,-0.002,Down,-5,615.654411315918,Buy
2025-01-06,244.1333465576172,249.1007110595703,0.007,Up,1,617.2885971069336,Sell
2025-01-07,241.35321044921875,249.06932220458984,-0.011,Down,-1,617.2885971069336,Buy
2025-01-08,241.8414764404297,248.86753845214844,0.002,Up,1,617.7768630981445,Sell
2025-01-10,236.01219177246094,248.32347106933594,-0.024,Down,-1,617.7768630981445,
2025-01-13,233.5708465576172,247.72110900878906,-0.01,Down,-2,617.7768630981445,
2025-01-14,232.45480346679688,246.989705657959,-0.005,Down,-3,617.7768630981445,Buy
2025-01-15,237.028564453125,246.47851943969727,0.02,Up,1,622.3506240844727,Sell
2025-01-16,227.4525604248047,245.34354934692382,-0.04,Down,-1,622.3506240844727,Buy
2025-01-17,229.16647338867188,244.17270584106447,0.008,Up,1,624.0645370483398,Sell
2025-01-21,221.85243225097656,242.9066993713379,-0.032,Down,-1,624.0645370483398,Buy
2025-01-22,223.03823852539062,241.61329193115236,0.005,Up,1,625.2503433227539,Sell
2025-01-23,222.86883544921875,240.07724533081054,-0.001,Down,-1,625.2503433227539,
2025-01-24,221.991943359375,238.45849227905273,-0.004,Down,-2,625.2503433227539,Buy
2025-01-27,229.04690551757812,237.0465034484863,0.032,Up,1,625.2503433227539,Hold
2025-01-28,237.4171905517578,236.0121765136719,0.037,Up,2,625.2503433227539,Hold
2025-01-29,238.51329040527344,235.20354766845705,0.005,Up,3,641.7716903686523,Sell
2025-01-30,236.7495574951172,234.4756317138672,-0.007,Down,-1,641.7716903686523,
2025-01-31,235.16519165039062,233.7571823120117,-0.007,Down,-2,641.7716903686523,
2025-02-03,227.2034454345703,232.9679832458496,-0.034,Down,-3,641.7716903686523,Buy
2025-02-04,231.9765167236328,232.44185104370118,0.021,Up,1,646.5447616577148,Sell
2025-02-05,231.6476593017578,231.81756668090824,-0.001,Down,-1,646.5447616577148,Buy
2025-02-06,232.39501953125,231.3696571350098,0.003,Up,1,647.292121887207,Sell
2025-02-07,226.82479858398438,230.61882324218752,-0.024,Down,-1,647.292121887207,Buy
2025-02-10,227.0941162109375,230.17291946411137,0.001,Up,1,647.292121887207,Hold
2025-02-11,232.05198669433594,230.09697647094728,0.022,Up,2,647.292121887207,Hold
2025-02-12,236.29161071777344,230.2888168334961,0.018,Up,3,647.292121887207,Hold
2025-02-13,240.9402313232422,230.48440017700193,0.02,Up,4,647.292121887207,Hold
2025-02-14,244.00274658203125,231.31190948486326,0.013,Up,5,664.4700698852539,Sell
2025-02-18,243.87306213378906,232.04723892211913,-0.001,Down,-1,664.4700698852539,Buy
2025-02-19,244.27207946777344,233.16822128295897,0.002,Up,1,664.4700698852539,Hold
2025-02-20,245.22975158691406,234.27779693603514,0.004,Up,2,665.8267593383789,Sell
2025-02-21,244.95042419433594,235.38187637329102,-0.001,Down,-1,665.8267593383789,Buy
2025-02-24,246.49664306640625,236.60711135864258,0.006,Up,1,667.3729782104492,Sell
2025-02-25,246.43678283691406,237.4766052246094,-0.0,Flat,-1,667.3729782104492,
2025-02-26,239.77310180664062,237.59440078735352,-0.027,Down,-2,667.3729782104492,
2025-02-27,236.72056579589844,237.50476455688477,-0.013,Down,-3,667.3729782104492,Buy
2025-02-28,241.24948120117188,237.72976074218752,0.019,Up,1,671.9018936157227,Sell
2025-03-03,237.4487762451172,237.84393997192385,-0.016,Down,-1,671.9018936157227,
2025-03-04,235.35391235351562,238.2514633178711,-0.009,Down,-2,671.9018936157227,
2025-03-05,235.1643829345703,238.41085662841797,-0.001,Down,-3,671.9018936157227,
2025-03-06,234.75538635253906,238.56624298095704,-0.002,Down,-4,671.9018936157227,Buy
2025-03-07,238.4862518310547,238.87080459594725,0.016,Up,1,675.6327590942383,Sell
2025-03-10,226.92454528808594,238.87579193115232,-0.048,Down,-1,675.6327590942383,
2025-03-11,220.30075073242188,238.53612365722657,-0.029,Down,-2,675.6327590942383,
2025-03-12,216.45018005371094,237.75603332519532,-0.017,Down,-3,675.6327590942383,
2025-03-13,209.16799926757812,236.39985275268555,-0.034,Down,-4,675.6327590942383,Buy
2025-03-14,212.9687042236328,235.00127639770508,0.018,Up,1,675.6327590942383,Hold
2025-03-17,213.4774627685547,233.4750122070312,0.002,Up,2,679.9422225952148,Sell
2025-03-18,212.17066955566406,231.88989257812497,-0.006,Down,-1,679.9422225952148,Buy
2025-03-19,214.7144317626953,230.4120101928711,0.012,Up,1,682.4859848022461,Sell
2025-03-20,213.5772247314453,228.82938385009766,-0.005,Down,-1,682.4859848022461,Buy
2025-03-21,217.73704528808594,227.46871490478514,0.019,Up,1,682.4859848022461,Hold
2025-03-24,220.19102478027344,226.15343399047853,0.011,Up,2,682.4859848022461,Hold
2025-03-25,223.2036590576172,224.99177780151368,0.014,Up,3,692.112419128418,Sell
2025-03-26,220.98907470703125,224.0525764465332,-0.01,Down,-1,692.112419128418,Buy
2025-03-27,223.3034210205078,223.38171920776367,0.01,Up,1,694.4267654418945,Sell
2025-03-28,217.36793518066406,222.18764190673832,-0.027,Down,-1,694.4267654418945,Buy
